Load #,Origin,Destination,PU Date,Rate,Weight \ pallet count \ FT,Broker
458919***,"Reno,NV","PORTERVILLE, CA",9/20/2022 11:00,$4.100.00,17 PIECES 459 lbs.,
458917***,"Reno,NV","PORTERVILLE, CA",9/20/2022 8:00,$2.180.00,nan,
455411***,"RENO, NV","BROOKS, CA",09/19/2022 10:00,$1.600.00,4 PIECES 1200 lbs.,
458917   217307,"Sacramento, CA","PORTERVILLE, CA",09/21/2022,$900.00,Lift Gate Assist,
460992****,"RENO, NV","WINNIPEG, MB R2R 0N1",09/19/2022 @ 0700,"$7,000.00",nan,
42170****,"Oakley, CA,","Dearborn, MI,***  zafar  Elkton, MD,*** kuz Lebanon, PA, kuz Allentown, PA,  kuz Ivyland, PA, uz",09/19/2022 7:00-15:3,$9.800.00,15.000LB,
51175584***,FIREBAUGH CA,INDEPENDENCE MO,09/20/2022 10:00 AM,$4.000.00,"26 PLT/ 18,000 lb",
#0352529***,"Winters, CA Vacaville, CA","Valparaiso, IN",9/21 @1200,"$4,000.00","27 pallets 27,660 Lb",
1221397***,"Herlong, CA","Dover, DE",09/21/2022 0800-1400,"$6,000.00","8plt/ 16,000 lb",
51084846***,WOODLAND CA,YORK PA,9/20/2022 @8:00:00,"$6,467.95","21plt/ 15,750 Lb",Lumper look for revised RC
460653***,"Reno, NV","DARTMOUTH, NS**",09/21/2022,"$12,000.00","54 pcs 15,336 lb",
1061459***,"Gilroy, CA","HUNT VALLEY, MD",09/19/22 11:30,$6.200.00,26 PLT 27200 LB,
460359***,"RENO, NV","MISSISSAUGA, ON**",09/21/2022 12:00,"$7,140.00",79 PIECES 5664,
1061389***,"Gilroy, CA","Rosedale, MD",9/19 @0800,"$6,200.00","23plt/ 27,755 Lb",
1061455**,"Gilroy, CA","Rosedale, MD",9/19 @1200,"$6,200.00","13plt/ 20,432 Lb",
1221398***,"Herlong, CA","Dover, DE",09/22/2022 0800-1400,"$6,000.00","8plt/ 16,000 lb",
1061670***,"Gilroy, CA","BELCAMP, MD",9/22 @1200,$6.200.00,"25plt/ 26,200 Lb",
459649***,"RENO, NV 89521","UNCASVILLE, CT",9/24/2022 0900,$7.000.00,46 PIECES 5997 lbs.,
3351892***,"Tracy, CA","Harrington, DE","Sep 23, 2022 20:00 P",$5.250.00,2PLT 200LB,
27595511***,"Caruthers, CA** Richvale, CA","Howell, NJ",9/22/2022 10:00 9/23,"$6,500.00","21,997",
51175041***,WOODLAND CA,YORK PA,09/23/2022 8:00,$6.398.75,22 PLT 23800LB,
461698***,"RENO, NV 89521","SHIPPENSBURG, PA",9/24/2022 0900,$7.000.00,16 PIECES 4400 lbs.,
#: 1222384***,"Sonoma, CA Benicia, CA","Doral, FL",9/20,"$6,550.00","16 plt/ 27,200Lb",
208000***,"Sacramento, CA","Ft Myers, FL",9/23,"$2,300.00","4Ubox/ 9,500 Lb",
27615473****,"Reno, NV","Hebron, KY",9/22 @0800-1200,"$4,500.00","15plt/ 13,631 Lb",
1061669***,"HUGHSON , CA","BOLINGBROOK, IL",9/22 @ 1300,"$3,800.00","25plt/ 11,407 Lb",
458888,"RENO, NV","TULSA, OK",09/23/2022 11:00,$4.905.00,66 PIECES 10794 lbs.,
#0133570***,GILROY CA,ATLANTA GA,9/23 @0900,"$5,200.00","18plt/ 26,605 lb",
27616275***,"Newark, CA","Columbus, OH",9/22,"$5,600.00","26plt/ 17,085 Lb 40"" L x 48"" W x 85"" H",
#0133593***,SALINAS CA,DES MOINES IA,9/23 @0930,"$4,500.00","9,156 Lb",
458887***,"RENO, NV 89521","WINNIPEG, MB**",09/22/2022 9:00,"$8,800.00",48 PIECES 13296 lbs.,
459889***,"RENO, NV","EL PASO, TX",09/23/2022 11:00,"$4,500.00",43 PIECES 8504 lbs.,
459646***,"RENO, NV","MASHANTUCKET, CT",9/24/2022 0900,$8.580.00,24 PIECES 8352 lbs.,
51175161***,WOODLAND CA,YORK PA,9/26/2022 8:00:00 -1,$6.000.00,"19PLT 29,500 LB",
83859***,"Napa, CA","RONKONKOMA, NY",9/26 @1400,"$7,000.00","21plt/ 38,430 Lb",
1061925****,"MERCED, CA","HUNT VALLEY, MD",09/26/22 12:00,"$6,200.00","45 pallets 12,419 lb",
1061984***,"SALINAS, CA","SPARROWS POINT, MD",9/28 @1800,443251***,"18plt/ 29,004 Lb",
#004627616***,"VACAVILLE, CA","Burlington, NJ",2022-09-29 09:00-14:,443251***,"52plt/ 9,204lbs",
461697***,"RENO, NV","EAGLE PASS, TX",09/29/2022 @ 0400,443251***,"49 pcs 8,800 lb",
27633037***,"Gilroy, CA","Laredo, TX",9/29,443251***,"19 plt/ 36,504 lb",
461330***,"RENO, NV","METAIRIE, LA",09/28/2022 @ 1530,"$6,000.00","11,080 lb",
461699***,"RENO, NV","DIBERVILLE, MS",09/29/2022 15:00,$5.800.00,5 PIECES 1500 lbs,
1061467***,"RICHVALE, CA","NAZARETH, PA",9/28 @1000,"$6,400.00","24plt/ 13,632 Lb",
51221404***,WOODLAND CA,YORK PA,9/30 @0800,"$6,000.00","22plt/ 17,770 Lb",
27680947***,"Sparks, NV","Dwight, IL",9/29 @1400,"$3,667.95","3plt/ 6,747 Lb",
2137892***,"Reno, NV","Tipp city, OH",9/29 @1200,"$3,700.00","28plt/ 7,818 Lb",
#0037627***,"Reno, NV","Crawfordsville, IN",09/30/2022,"$3,600.00","25plt/ 15,000 lb",
1436082***,"American Canyon, CA","Indianapolis, IN",9/27 @0800-1500,"$4,500.00","14plt/ 26,000 Lb",
463423***,"RENO, NV","ELK GROVE VILLAGE, IL",09/30/2022 @ 0300 es,"$5,650.00","60 pcs 11,550 lb",
114346493***,"SAN JOSE, CA","LA VISTA, NE",9/0/2022 8:00-10:00,$3.500.00,10.000Lb,
1062047***,"MERCED, CA","AURORA, CO",9/28 @by1600,"$3,300.00","10plt/ 12,600 Lb",
4064439***,"BENICIA, CA","BESSEMER, AL BIRMINGHAM, AL IRONDALE, AL CHARLOTTE, NC",9/30 @1300,"$7,200.00","21plt/ 43,000 Lb",
27621090***,"American Canyon, CA","Tampa, FL",09/28/2022 @0800-150,"$6,348.23","17plt/ 25,164 Lb",
#0133838***,GILROY CA,ATLANTA GA,9/29 @1130,"$5,200.00","13plt/ 14,667 Lb",
35412**,SPARKS NV,WILMINGTON NC,9/26/2022 by 8pm,"$5,850.00","25plt/ 9,000Lb",
1061624***,"FIREBAUGH, CA","ATLANTA , GA",09/29/22 @1200,"$5,000.00","30plt/ 32,268 Lb",
461256***,"RENO, NV","LAVEEN, AZ",09/28/2022 @ 1330,4.675.00,"12,122 lb",
459582***,"RENO, NV","BROOKS, CA",09/30/2022 @ 0600,"$2,300.00","29 pcs 4,167 lb",
460552***,"RENO, NV","AUBURN, WA",09/28/2022 @ 1130,$7.737.50,"13,500 lb",
460686***,"RENO, NV","MISSISSAUGA, ON",09/28/2022 @ 1330,$150.00,"8 Pcs 1,233 lb",
1062081***,"HUGHSON , CA","BOLINGBROOK, IL",10/03/2022 @ 1300,"$3,800.00","27 plt / 11,846 lb",
1062153**,"GILROY, CA","LENEXA, KS",10/3 @1130,"$3,700.00","11plt/ 21,008 Lb",
#0026520***,"Winters,CA","Rosenberg,TX",10/3/2022 7:00 AM,$3.854.20,900 LB      2 PLT,
1027808***,"Terra Bella, CA","Loxley, AL",10/3 @1400,"$4,500.00","3 plt 330 pc/ 2,805 Lb",
7376022***,"VERNALIS, CA","MINEOLA, TX",10/4/22 13:00,$3.300.00,1800 LB,
107884***,"Kingsburg, CA","Springfield, OH,",10/4,$4.400.00,"17plt/ 20,964 Lb",
2137513****,"Gilroy ,CA","Independence,MO",10/4/2022 10:00 AM,$3.600.00,26plt/ 18.000LB,
2064278***,FOWLER CA,OFALLON MO,10/4 @1200,$4.336.75,"2plt/ 4,802 Lb",
12349077***,"Hayward, CA","Bluffton, IN",10/5 @0900,"$4,435.00","28plt/ 15,472 lb",
27676411***,"Sebastopol, CA",,10/05/2022 13:00,$6.400.00,21plt/ 37.200LB,
5981028***,"FAIRFIELD, CA","BILLERICA, MA",10/3/2022 15:00-17:0,$6.500.00,"28plt/ 8,950 LB",
TISFAY1869***,"Turlock, CA","York, PA,",10/4/2022 15:00,$6.000.00,"22plt/ 23,500LB",TISFAY
51339756***,WOODLAND CA,YORK PA,10/6 @0800,"$6,000.00","20plt/ 32,685 Lb",
27535039***,"Petaluma, CA","Baltimore, MD",10/4 @0930,"$6,000.00","11plt/ 6,325 Lb",
1027835***,"Watsonville, CA Fowler, CA","Saxonburg, PA (Pittsburg area)",10/04/2022 9:00  10/,$6.255.00,10 PLT 19.500LB,Lumper $
1028822***,"Watsonville, CA Winters, CA","Batavia, IL",10/6/2022 9:00:00 10,"$4,741.50","12 plt/ 23,112 lbs.",
27702438***,"Healdsburg, CA","Indianapolis, IN",10/06/2022 @1300,"$4,250.00","10plt/ 18,852 Lb",
17687973***,"MODESTO, CA","ROSEDALE, MD",10/06/2022 13:00,$5.500.00,"9plt/ 15,120 LB",
27710406***,"Newark, CA","Florence, NJ",10/6 @by 5pm,"$6,000.00","18plt/ 22,532 Lb",
22189184***,"American Canyon, CA","Philadelphia, PA",10/6/2022 10:00,$6.350.00,22 PLT 36.096 LB,
5967856***,"VINA, CA","TULLY, NY",10/5/2022 APPT: 12:0,$6.200.00,"24 PLT 11,500LB",
2138837***,"Gilroy, CA","INDEPENDENCE, MO",10/07/2022 10:00 AM,"$3,400.00","26plt/ 17,856 lb",
40002802***,"GILROY, CA","ANKENY, IA",10/7 @1300,"$4,000.00","21,440 Lb",
1453040***,"PATTERSON, CA","Lebanon, TN",10/6 @0600-1500,"$4,825.00","19plt/ 26,287 Lb",
398273***,"Hayward, CA","Cleveland, TN",10/6 @0800,"$4,400.00","28plt/ 15,698 Lb",Broker paid Lumper
50237057,"Reno,NV","ROBINSONVILLE, MS",10/7/22 - 0730,$5.500.00,18PC 2200LB,
DZV-QMNG***,"Sonoma, CA","CURRIE, NC",10/7/2022 8:00-14:00,$6.000.00,20 PLT 37350LB,DZV QMNG
4355160***,"STOCKTON, CA","DALLAS, TX",10/6 @0800-0900,"$4,000.00","15plts/ 6,000 lb",
27674839***,"Lodi, CA","Marrero, LA",10/05/2022 @1500,$4.250.00,"12plt/ 23,886 Lb",
1061980***,"FIREBAUGH, CA","ATLANTA , GA",10/7 @1200,"$4,800.00","26plt/ 27,222 Lb",
1061982***,"FIREBAUGH, CA","ATLANTA , GA",10/7 @1200,"$4,800.00","26plt/ 27,222 Lb",
1029301,"Winters, CA","Oak Creek, WI",10/10/2022 @ 1500,"$4,150.00","4 pallets 10,000 lb",
1062344,"HUGHSON , CA","BOLINGBROOK, IL",10/10 @1300,"$3,600.00","26 pallets 11,407 Lb",
7609212,"NEWARK, CA","HUNT VALLEY, MD ROSEDALE, MD",10/11/2022 @ 1100,"$6,200.00","9 pallets 25,135 lb",
25625996,"Berkeley, CA","Wappingers Falls, NY",10-11-2022 12:30,$7.000.00,15 PC 15.000LB,
25633799,"Berkeley, CA","Wappingers Falls, NY",10-12-2022 9:00 AM,$7.000.00,20.000LB 15PC,
LD31165SH,"Sebastopol, CA","Baltimore MD  Whitehouse Station, NJ",10/10 @1100,"$6,700.00","15plt/ 31,259 Lb",LD SH
12357390,"Reno,NV","Louisville,KY",10/12/2022 9:30 AM,$5.600.00,608LB,
#0027488,"Vina,CA","Frederick,MD",10/11/2022 14:00,$5.900.00,"14plt/ 8,000LB",
2RT-ZXP7,"McCarran, NV","Middletown, PA",10-11-22; 1400,"$5,650.00",26PLT 8500LB,RT ZXP
5930410,"YUBA CITY, CA","FLEETWOOD, PA",10/14/2022 APPT: 10:,$6.400.00,16 PLT 40200LB,
27766348,"Sparks, NV","Middletown, PA",10/12/2022 7:00-14:0,$5.700.00,30 PLT  12500LB,
27776695,"Union City, CA","Kansas City, MO** Brownsburg, IN***",10/14 @0830,"$5,000.00","12,648 Lb",
5932191,"SANTA ROSA, CA","VAN BUREN TOWNSHIP, MI",10/14/2022 12:30,$4.400.00,30PLT 20.340LB,Rejected redirected
#0692897,LEMOORE CA,BRIDGEVIEW IL,10/13 @1300,"$3,200.00","3plt/ 6,393 Lb",
4072988,"BENICIA, CA","MARIETTA, GA ATLANTA, GA ATLANTA, GA",10/14 @1300,"$6,600.00","24plt /44,000 Lb",
4074981,"RENO, NV","CLAYTON, IN",10/14 @1000 - 1500,"$4,400.00","18 plt 7,923 lb",
138921,"Modesto, CA","West Chester Township, OH",10/13 @1000,"$4,450.00","37plt/ 21,090 Lb",
5928082,"SANTA ROSA, CA","OWATONNA, MN",10/13/2022 12:30,$3.800.00,30PLT 20.340LB,
27770196,"Richmond, CA","Bloomingdale, IL",10/12 @1600,"$4,000.00","10plt/ 21,200 Lb",
9448821,"SAN FRANCISCO, CA","CHICAGO, IL",10/13/2022 @ 0900,"$4,800.00","8,000 lb trade show",
10206018,"Escalon, CA","Lebanon, TN",10/13 @1400,"$4,700.00","14plt/ 30,195 Lb",
608060,"GILROY, CA","ELGIN, SC",10/12/22 @1130,"$5,500.00","20plt/ 28,115 Lb",
L303947,"CONCORD, CA","INDIANAPOLIS, IN",10/13 @0800-1800,"$4,000.00","12plt/ 12,500 Lb",
51341733,FAIRFIELD CA,LAKELAND FL,10/10/2022 13:00,"$8,000.00",18 plt 41000LB,
22316606,"Clovis, CA","Miami, FL",10/13/2022 @ 0600-20,"$2,800.00","4 pallets / 2,700 Lb Vehicle bumpers",
60103832205,"Watsonville, CA","Hialeah, FL",10/12/2022 @ 0600-15,"$6,000.00","30 pallets / 32,000 lb",
2095053,"Sacramento, CA","Leander, TX",10/13 @0800-1100,"$4,300.00","2plt/ 5,800 Lb",
5988959,"VINA,CA","ROYAL PALM BEACH, FL",10/12/2022 APPT: 13:,$6.500.00,27PLT  15.600LB,
4072969,"BENICIA, CA","WINDER, GA ATLANTA, GA",10/14 @1300,"$6,500.00","20plt/ 38,000 Lb",
ATL47828,"South San Francisco, CA","Coppell, TX",10/14/2022 @ 0800-15,"$3,400.00","15 pallets 11,147 lb",ATL
#03-5242661,"GILROY, CA","GRAND PRAIRIE, TX",10/14/2022 11:30,$3.500.00,"8PLT 10,100LB",
6011406****,"FREMONT, CA","FLORENCE, KY",10/13/2022 8:00-15:0,$3.800.00,4200LB 12PLT,
12383284***,"Reno, NV","Detroit, MI",10/14/22 14:30,$4.700.00,457 LB  12PC,
#12217,"Ripon, CA","GASTON, SC",10/16@6pm,"$6,000.00","43,524",
1062587****,"HUGHSON , CA","BOLLINGBROOK, IL",10/17/2022 @ 1200,"$3,600.00","26plt/ 11,407 lb",
#0694172****,FIREBAUGH CA,BRIDGEVIEW IL,10/18 @1100,"$3,800.00","17plt/ 21,449 Lb",
27806244***,"Willows, CA","Aurora, CO Centennial, CO Aurora, CO Denver, CO Aurora, CO",10/18/2022,"$4,800.00","13,801 lb",
1672203****,"Lodi, CA","Millersburg, OH",10/18 @1615,"$4,850.00","12plt/ 23,333Lb",
27817235***,"Reno, NV","Hebron, KY",10/18/2022 by 4pm,"$4,000.00","19plt/ 13,373 Lb",
1062689***,"STOCKTON , CA","DENVER, CO",10/19/2022 @13:00:00,"$2,760.50","20plt/ 21,463 Lb",
1062630,"MERCED, CA","HUNT VALLEY, MD",10/19/2022 @ 1000,"$6,200.00","45 pallets 12,419 lb",
27755084***,"Sebastopol, CA","York, PA",10/19/2022 12:00,$5.800.00,24plt/ 38.000LB,
1062732***,"FREMONT, CA HAYWARD, CA HAYWARD, CA","WINDSOR, VA",10/19 @1000,"$6,500.00","24 plt/ 13,155 Lb",
51377405,MODESTO CA,CARNEYS POINT NJ,10/18/2022 @13:00:00,"$6,000.00","24plt/ 3,960 Lb",
1062882,"FRESNO, CA","HOLLAND , MI*** HALFMOON , NY",10/20 @1300,"$6,000.00","5,894 Lb",
51486536,WOODLAND CA,YORK PA,10/21 @0800,"$6,000.00","20 plt/ 33,440 Lb",
1062690***,"FRESNO, CA","MOUNTAINSIDE, NJ",10/18 @1400,"$5,500.00","13plt/ 19,750",
27759508,"Sebastopol, CA","Montgomery, NY",10/20/22 13:00,$6.200.00,18plt/ 35.200LB,
1062514,"GILROY, CA","BELCAMP, MD",10/21/2022 @1300,"$5,500.00","16 pallets 11,395 lb",
1062404,"GILROY, CA","ROSEDALE, MD",10/20/2022 @1200,"$5,500.00","13 PLT 17,605 Lb",
12393394,"Reno, NV","Prior Lake, MN",10/21/2022 8:00,$4.375.00,"32 units 7,000 lb",
1707048***,"Sacramento, CA","Ottumwa, IA",10/21/2022,"$3,000.00","20plt/ 9,000 lb",
2969694-2976143,"Visalia, CA","Denver, PA",10/21/2022 14:00,"$6,175.00","24plt/ 15,846 Lb",
2969702-2976151,"Visalia, CA","Wells, ME",10/21/2022 17:00,$7.000.00,"11plt/ 8,400 LB",
551996,"Fairfield, CA","McLeansville, NC DACULA, GA JACKSONVILLE, FL ORLANDO, FL Lakeland, FL",10/21/2022,$9.088.08,35.000Lb,
35656***,SPARKS NV,MIAMI FL,10/18 @0800-1700,"$6,100.00","16plt/ 9,000 Lb",
1101877***,"Oakland, CA","Orlando, FL",10/19 @1300,"$5,500.00","19plt/ 32,714 Lb",
35813***,SPARKS NV,FORT WORTH TX,10/17 @0800-1900,"$3,700.00","29 plt/ 9,800 Lb",
184911,SANTA ROSA CA AMERICAN CANYON CA,DALLAS TX,10/20 @0800 10/20 by,"$3,700.00","4plt/ 20,000 Lb",
TISFAY1983***,"Stockton, CA,","Atlanta, GA",10/19/2022 @ 1130,"$4,500.00","30plt/ 19,973 lb",TISFAY
TISFAY1986,"Stockton, CA,","Atlanta, GA",10/19/2022 @ 1030,"$4,500.00","30plt/ 19,973 lb",TISFAY
12411382,"Reno,NV","Acworth, GA",10/26/22,$6.500.00,50 PC 14000LB,
12411486,"Reno,NV","Acworth, GA",10/26/22,$6.500.00,50 PC 14000LB,
12401130,"Reno, NV","Durant,OK",10/24/2022 8:00,$4.480.00,2 plt 24 machines,
27851939,"Reno, NV","Hebron, KY",10/24 @0800-1500,"$4,000.00","26plt/ 31,700 Lb",
12413884,"Reno,NV","Mississauga, ON",10/25/2022 8:00 AM,$6.200.00,1000LB,
12382385,"Reno, NV","Kinder, LA",10/26/22 8:00 AM,$4.450.00,4000 LB  34PC,
1063062,"TURLOCK, CA","BIRMINGHAM, AL",10/26/2022 @ 1300,"$4,200.00","12 pallets 19,422 lb",
12410081,"Kinder, LA","Reno,NV",10/31/2022 8:00,$4.750.00,2PC 305LB,
7629463,"SALINAS, CA","COLUMBUS, OH",10/26 @1900,"$4,100.00","16,944 Lb",
1034137,"Watsonville, CA Terra Bella, CA","Springfield, OH",10/27/2022 10:00AM  ,$4.600.00,15 PLT  21000LB,
1031180,"Watsonville, CA Vina, CA","Olathe, KS",10/25/2022 15:00:00 ,$4.250.00 + $73 lumper fee,"27,420 lbs.",Lumper $
12404973,"Reno,NV","Mayetta,KS",10/28/2022 9:00 AM,$4.000.00,50 LB 2PC,
12401266,"Reno, NV","El Paso,TX",10/28/2022 16:30,$4.210.00,15500 LB,
27828738,"St. Helena, CA","Lakeland, FL",10/26/2022 12:00,$5.800.00,14 PLT  28.750LB,
7632454,"SALINAS, CA","MONTGOMERY, AL",10/27 @1900,"$4,200.00","15plt/ 15,885 Lb",
12404933,"Reno,NV","Durant,OK",10/27/2022 8:00 AM,$4.340.00,1470 LB 17 PC,
12405197,"Reno,NV","Biloxi, MS",10/28/2022 10:30,$5.500.00,9PC 1395 LB,
1062405,"GILROY, CA","HUNT VALLEY, MD",10/26/2022 @ 1200,"$5,600.00","26 ptl 27,222 lb",
1062823,"MERCED, CA","HUNT VALLEY, MD",10/27@9am,"$5,600.00","45 pallets 12,419 lb",
12405031,"Reno,NV","Oxon Hill, MD",10/27/2022 9:30,$6.700.00,10PC 5500LB,
84298,"Napa, CA","RONKONKOMA, NY",10/20/2022 @ 1430,"$6,800.00","21 pallets 41,034 lb",
12405978,"Reno, NV","Wheeling, WV",10/27/2022 8:30 AM,$6.000.00,21 PC 1570 LB,
314432,"PATTERSON, CA","CATO, NY",10/26/2022 7:00 AM,$6.000.00,"20PLT 36,000 lb",
2972032,"Visalia, CA","Wells,ME",10/27/2022 16:00,"$7,000.00",26 pallets 19.000LB,
1062984****,"GILROY, CA","HUNT VALLEY, MD ROSEDALE, MD",10/26/2022 @ 1200,"$5,900.00","29 ptl 31,222 lb",
1062978,"FIREBAUGH, CA","HUNT VALLEY, MD",10/27/2022 @ 1500,"$5,600.00","26 ptl 27,222 lb",
1062980,"FIREBAUGH, CA","HUNT VALLEY, MD",10/27/2022 @ 1300,"$5,600.00","27 ptl 28,122 lb",
1062752,"GILROY, CA","HUNT VALLEY, MD",10/28/2022 @ 1300,"$5,500.00","26 pallets 27,522 lb",
1063063,"GILROY, CA","HUNT VALLEY, MD",10/28/2022 @ 1130,"$5,600.00","15plt/ 22,500 Lb",
12431281***,"Reno, NV","Latham, NY",11/01/2022 8:00 AM,$250.00,44PC 6600LB,
12412518***,"Reno, NV","Winnipeg, MB",10/31/2022 10:30 AM,$6.500.00,100PC 26700LB,
1063207***,"GILROY, CA","HUNT VALLEY, MD",11/01/2022 @ 1200,"$5,800.00","24 pallets 31,140 lb",
1062822***,"MERCED, CA","HUNT VALLEY, MD",11/01/2022 @ 1200,"$5,800.00","49 pallets 13,523 lb",
1063188***,"SAN FRANCISCO, CA - 8 plt UNION CITY, CA - 4 plt FREMONT, CA - 11 plt","WINDSOR, VA",1063188,"$6,400.00","23 pallets 17,865 lb",
51609152***,WOODLAND CA,YORK PA,nan,"$6,000.00","23 plt 26,690 lb",
84420***,"AMERICAN CANYON, CA AMERICAN CANYON, CA","RONKONKOMA, NY",10/28/2022 @ 0900,"$6,900.00","20 plt 39,792 lb",
1063255***,"MERCED, CA","HUNT VALLEY, MD",11/02/2022 @ 1130,"$5,600.00","45 pallets 12,419 lb",
1063257**,"MERCED, CA","HUNT VALLEY, MD",11/02/2022 @ 1230,"$5,600.00","10 pallets 4,525 lb",
12447637***,"Reno, NV","Shippensburg, PA",11/02/2022 9:00,$7.000.00,24 PC 8350 LB,
84424***,"Healdsburg, CA Napa, CA American Canyon, CA","RONKONKOMA, NY",10/28/2022 @ 0900 @1,"$7,300.00","19 plt 37,545 lb",
12447139***,"Reno, NV","Egg Harbor Township, NJ",11/3/2022 1130am,$7.300.00,21 PC 7460 LB,
2982384***,"Patterson, CA","Wayne, NJ",11/4 @4 @1100,"$6,100.00","37 feet/ 15,000 Lb",
2977105-2983777***,"Visalia, CA","Wells,ME",11/2/2022 16:00,$7.000.00,"11plt/ 9,548 Lb",
Nadia Sfetishiuk,"Sacramento, CA","Sparrows Point, MD",11/4,"$5,000.00","24plt/ 7,940 Lb",Nadia Sfetishiuk
#0697319***,ESCALON CA,CEDAR RAPIDS IA,11/04/2022 @1400,"$3,600.00","10plt/ 20,465 Lb",
1034522***,"Watsonville, CA Fowler, CA","Oak Creek, WI",10/4/2022 @0900,"$4,400.00","15plt/ 19,969 Lb",
36074***,SPARKS NV,CAMBRIDGE MN JANESVILLE WI,11/1 @0800-1600,"$4,700.00","15 plt/ 9,500 Lb",
5963784***,"SANTA ROSA, CA","VAN BUREN TOWNSHIP, MI",11/02/2022 13:00,$4.300.00,30 PLT 20.000LB,
12431287***,"Reno, NV Battle Creek, MI","Battle Creek, MI Wixom, MI",11/04/2022 3:30 11/1,$4.900.00 $1.000.00,28PC 5000LB  300LB,
2000497587***,"Del Rey, CA","Minooka, IL",11/04/2022,"$4,200.00","19plt/ 28,750 Lb",
#0134999***,"GILROY, CA","ATLANTA, GA",10/31/2022 @ 1130,"$5,000.00","22plt/ 28,303 lb",
27900310***,"Modesto, CA","Lakeland, FL",11/01/2022 @1300,"$5,700.00","22plt/ 9,839 Lb",
1063154***,"FIREBAUGH, CA","GRETNA, LA",11/02/2022 @ 1300,"$4,300.00","10 pallets 17,814 lb",
36075**,SPARKS NV,WILMINGTON NC,11/1,"$5,500.00","19plt/ 7,000 Lb",
84416***,"AMERICAN CANYON, CA","MEDLEY, FL",10/28/2022 10:00,"$7,100.00","20 plt 40,320 lb",
470710***,"Reno, NV","Tampa, FL",11/04/2022 @ 1430,"$7,500.00","45 pcs 5,651 lb",
12435413***,"Reno,NV","Las Vegas,NV",11/8/2022 8-14:00,$2.100.00,41 PC 15.000LB,
12435386***,"Reno,NV","Las Vegas,NV",11/8/2022 8-14:00,$2.000.00,48 PC  8.000LB,
470982***,"Reno, NV","HENDERSON, NV""",11/10/2022 @ 0830 11,"$2,500.00",nan,
470713,"Reno, NV","LINCOLN, CA",11/10/2022 @ 0900,$200.00,nan,
50686***,"Reno,NV",ACWORTH GA,11/09/22 8:00 AM,$6.500.00,50PC 20.000LB,
1159162***,"RENO, NV","HIALEAH, FL",11/8 @by 1pm,"$5,700.00","16plt/ 11,312 Lb",
6062081***,"WINTERS, CA*** WATSONVILLE, CA","SALISBURY, NC",11/7 by 1200 11/8 @,"$5,200.00",11plt/ 20Klb,
CLS0028112732***,"Sacramento, CA","Maspeth, NY",11/9 @1600,"$6,000.00","18plt/ 32,742 lb",CLS
#0217917***,"South San Francisco, CA","Queens, NY",11/09/2022 @ 0600-16,"$6,700.00","5 boxes/ 4,000 lb full",
3532577***,"West Sacramento,CA","Lakeland,FL",11/9/2022 13:00,$6.000.00,57PC 6900 LB,
#0699716***,AMERICAN CANYOCA,BREINIGSVILLE PA,11/10 @1100,"$6,100.00","24plt/ 38,325 Lb",
51646227**,MODESTO CA,BETHEL PA*** AMSTERDAM NY,11/10/2022 @7:00:00-,"$6,500.00","28plt/ 12,206 Lb",
#0369669***,"Modesto, CA","Mechanicsburg, PA",11/9 @1200,"$5,000.00","9plt/ 5,350 Lb",
27961350***,"Turlock, CA","Congers, NY",11/8 @,"$5,500.00","26plt/ 27,300 Lb",
1063262***,"GILROY, CA","HUNT VALLEY, MD",11/10 @1200,"$5,500.00","26plt/ 27,222 Lb",
#0699719***,"AMERICAN CANYON,CA",BREINIGSVILLE PA,11/10 @1200,"$6,100.00","24plt/ 38,325 Lb",
51745629***,MODESTO CA,CARNEYS POINT NJ,11/10/2022 @12:00:00,"$6,000.00","24plt/ 3,960 Lb",
2989232***,"Visalia, CA","Wells,ME",11/11 @1700,"$7,000.00","30,000 lb",
1035469***,"Fowler, CA","Webberville, MI",11/8 @1100,$4.339.90,"2plt/ 1,562 Lb",
27951633***,"Union City, CA","Monroe Township, NJ",11/11/2022 @0900-150,"$5,600.00","56 plt/ 24,000 Lb",
1036461***,"Terra Bella, CA","O'Fallon, MO",11/09/2022 15:00,$3.700.00,"11plts/ 11,700 Lb",
1063486****,"LOS BANOS, CA","HANNIBAL, MO",11/10/2022 by 1600,"$3,400.00","11 plt 25,000 lb",
2982300****,"San Francisco, CA","Olathe, KS No seal",11/08/2022 1330,"$3,000.00","11plt/ 21,350.00 lbs",
1063528****,"LOS BANOS, CA","HANNIBAL, MO",11/10/2022 by 1600,"$3,400.00","13 plt 25,300 lb",
387925****,FERNLEY NV,"Chicago, IL",11/10 @0900,"$3,032.37","13plt/ 26,975 Lb",
1063563**,"SELMA, CA","CHILLICOTHE, IL",11/11 @8am,"$4,600.00","10plt/ 4,000 Lb",
51646922,MODESTO CA,"ARDMORE OK 20 plt/ 8,914 Lb SCOTTSVILLE KY 9plt/ 4077 Lb",11/11 @0700-1400,"$5,400.00","29plt/ 12,991 Lb",
#31465-01744***,"American Canyon, CA","La Vergne, TN",11/10 @11am,"$4,000.00","12plt/ 29,120 Lb",
1029163***,RENO NV,STONE MOUNTAIN GA*** MARIETTA GA,11/11 @1900,"$4,700.00","10,000 Lb Trade show",
